question,answer
"Selamat malam dokSy mau nanya ini di pantat sy ad benjolan dan terasa amat sakit jika di gunakan untuk berjalan dan duduk, dan benjolan tersebut muncul pada saat datang bulan sajaSetelah sy minum obat antibiotik obat anti inflamasi dan obat bengkak benjolan tersebut hilang tp sebulan kemudian sy datang bulan benjolan tersebut muncul kembaliBenjolan tersebut hanya berada di satu sisi pantat saja dok Kira kira benjolan tersebut apa ya dok?Terimakasih sebelumnya","Alo Anis, Terimakasih atas pertanyaannya. Munculnya  benjolan yang terasa nyeri dan membengkak di salah satu sisi bokong (anus)  kemungkinan disebabkan oleh: Infeksi kulit, seperti karena folikulitis, herpes zoster, molluscum contagiosum, kutil kelamin Peradangan kulit akibat faktor lain (selain infeksi), seperti karena digigit serangga, dermatitis kontak Wasir (pembengkakan vena di sekitar anus dan/ atau rektum bagian bawah) Abses anus (benjolan berisi nanah di anus yang terbentuk karena infeksi) Faktor lain, seperti kanker anus, fibroma, melanoma, prolapsus rekti, dan sebagainya Menstruasi seringnya tidak berkaitan langsung dengan membesar atau muncul kembalinya benjolan di anus. Jadi, keterangan Anda ini sesungguhnya tidak spesifik merujuk pada gejala suatu penyakit tertentu. Saran kami, coba Anda tangani dulu benjolan tersebut dengan: Mandi lebih rajin dan bersihkan area sekitar anus Anda dengan baik Gunakan pakaian dalam dan celana yang bahannya lembut, longgar, bersih Tidak duduk/ tidur menekan area benjolan terlalu lama Tidak memencet atau mencungkil sembarangan benjolan yang muncul Agar nyeri berkurang, kompres benjolan dengan air hangat Jangan minum sembarang obat tanpa saran dokter, apalagi yang tidak termasuk golongan obat bebas Jalani gaya hidup sehat, termasuk dengan menjauhi seks anal dan seks bebas, makan lebih banyak sayur dan buah, minum lebih banyak air putih, tidak gemar menahan buang air besar, dan jaga berat badan ideal Anda Akan tetapi, bila benjolan terus saja membesar, berulang sangat sering, menyebabkan nyeri hebat, atau juga muncul gejala berat lain, seperti demam tinggi, feses berlendir/ berdarah, dan sebagainya, jangan segan periksakan diri Anda langsung ke dokter ya.. Bila perlu, nantinya dokter akan menganjurkan Anda menjalani pemeriksaan biopsi atau anuskopi guna mengidentifikasi penyebab benjolan, bahkan juga merujuk Anda ke dokter  bedah /  kulit dan kelamin  agar mendapat penanganan lebih optimal. Semoga membantu ya.."
Malam dok. Saya mau bertanya. Di lubang anus saya terdapat benjolan kecil seperti daging lebih yg gatal.. Udh pernah ke dokter hanya dikasih salep tp gaada efeknya. Kira2 ada tindakan lain selain pemberian obat salep gak ya.. Apakah bisa sembuh dgn sendirinya atau perlu operasi pengangkatan.. Terimakasih,"Alo Tria, terimakasih sudah bertanya ke Alodokter. Perkenalkan saya dr.Rio akan menjawab pertanyaan anda. Berdasarkan keluhan yang anda sebutkan masih kurang begitu spesifik untuk mengarahkan ke suatu diagnosis penyakit. Masih diperlukan informasi lainnya seperti sejak kapan benjolan muncul, sebesar apa, nyeri atau tidak, ada keluhan yang menyertai atau tidak, dsb. Dari keluhan yang ada, ada beberapa penyakit yang mengarah, antara lain: Hemoroid Abses perianal Untuk memastikannya harus dilakukan pemeriksaan lebih lanjut pada diri anda. Sebaiknya anda konsultasikan hal ini ke dokter dengan bertemu langsung agar dapat mengetahui mengenai keluhan secara lebih detail. Pengobatan yang diberikan harus berdasarkan diagnosisnya. Apabila benjolan yang terjadi merupakan hemoroid/wasir, maka harus diketahui sudah derajat berapakah karena pengobatan yang disarankan setiap derajatnya akan berbeda. Begitupun untuk diagnosis lainnya. Informasi mengenai salep yang anda gunakan pun tidak disebutkan, sehingga untuk mengevaluasinya cukup sulit. Saat ini yang dapat anda lakukan adalah: Menjaga kebersihan tubuh. Menjaga pola makan bergizi dan sehat, perbanyak buah dan sayuran. Konsumsi air putih yang cukup. Hindari menggaruk daerah yang gatal secara berlebihan karena dapat menimbulkan luka/infeksi. Sekian jawaban yang dapat saya berikan. Terimakasih :)"
"Selamat malam dok, saya ingin bertanya. Saya sedang ambeien dok, baru kerasa 2bulanan ini. Semenjak kerasa ambeien saya mulai menjaga pola makan saya dengam cara mengurangi makan pedas,makan yg berserat tinggi seperti buah pear,apel,pisang,pepaya,dan sayur2an. Tapi masih juga kerasa dok malah semakin sakit, dan saya juga sudah melakukan dengan berendam dengan air hangat. Dan saya baru 2x memakai obat yg seperti peluru itu, disaat saya pakai obat yg kedua saya memegang sesuatu di anus saya dikira saya itu kotoran tapi pas saya pastikan lagi ternyata bukan, dan saya gatau itu apa dok, tapi pas saya memakai obat itu pertama kali saya tidak ada merasa memegang apa2 dok. Menurut dokter saya harus seperti apa dok? Terimakasih","Hai Putri, Ambeien atau wasir merupakan kondisi pembengkakan pada pembuluh darah sekitar dubur. Dikarenakan jaringan sekitar dubur sangatlah sensitif dan berfungsi untuk membuang kotoran dan sisa makanan maka kondisi ini tidak jarang disertai peradangan atau infeksi. Adapun pembagian derajat keparahan wasir adalah sebagai berikut : Tingkat 1 : Gangguan dan pembengkakan hanya terjadi didalam dinding dubur ( anus ) Tingkat 2 : Gangguan dan pembengkakan keluar dubur terutama saat buang air besar, akan kembali dengan sendirinya Tingkat 3 : Pembengkakan keluar dari dubur, dapat dimasukan dengan sendirinya Tingkat 4 : Pembengkakan yang terjadi tidak dapat dimasukan kembali Penanganan pada wasir derajat 1 dan 2 dapat dilakukan upaya konservatif berupa perubahan jenis makanan, aktivitas serta konsumsi cairan yang cukup. Namun demikian pada derajat 3 \u0026amp"
"Dok saya ingin bertanya, saya sudah ambeien dari smp, dari jarak smp sampai sekarang kuliah sudah 2 kali kambuh sanggat parah sampai berbulan bulan tidak sekolah, sudah ke beberapa dokter tetepa suka mendapat jawaban yanh tidak puas, dok saya memili ambeien eksternar dan internal, yang di luar ada 2 benjolan. Begini dok jika BAB saya mengeluarkan darah si 2 benjolan itu tidak sakit tp jika BAB saya tidak ada darah nya pasti sangat sekit sekali. Sekarang sudah 15 hari saya mengkosumsi obat ambeien pendarahan saya sudah berhenti tp 2 benjolan saya terasa sakit sekali padahal tidak BAB tidak mengeden saya mengganti pola makan saya tp tetap terasa sangat sakit dan mengganggu.",Selamat pagi. Terimakasih sudah bertanya ke Alodokter. Ambien atau wasi r merupakan penyakit dimana terjadi pembesaran pembuluh darah di daerah usus besar sampai dengan anus dimana biasanya memiliki gejala berupa Gatal pada daerah anur Nyeri Perdarahan sampai dengan keluar lenidr Beberapa hal yang menjadi pemicu dan sebaiknya dilakukan pencegahan agar terhindari adalah Perbanyak konsumsi serat Hindari batuk secara kuat atau bersin Hendir mengangkat beban berat Duduk sebaiknya menggunakan bantalan yang empuk Perbanyak air putih sekitar 2 liter per hari Bila sangat nyeri atau bagian benjolan sampai dengan teraba keluar sebaiknya konsultasikan lebih lanjut ke dokter khususnya dokter spesialis bedah Demikian Informasi Semoga bermanfaat
"Dok saya baru aja ngejalanin operasi pengangkatan hemoroid 1 minggu yg lalu. Nah tdi setelah saya bab, ada jahitan yang muncul dari dalam anus kira2 1.5cm. Apakah itu normal dok? Karena kemarin saya baru aja kontrol ke rumah sakit, dan nanti setelah 1 minggu saya disuruh kontrol lagi. Mohon jawabannya dok, terimakasih","Alo Yandika Terimakasih atas pertanyaannya. Pasca operasi  wasir , penyembuhan luka di anus normalnya akan berlangsung sekitar kurang dari 1-2 minggu. Penyembuhan ini ditandai dengan tidak adanya lagi perdarahan dan tanda-tanda peradangan berat, seperti bengkak, nyeri, atau panas di sekitar anus. Usai sembuh, pola BAB Anda pun secara perlahan akan normal kembali, tanpa menyisakan lagi efek jangka panjang lainnya, seperti demam, kram perut, mual muntah, dan sebagainya. Tampaknya jahitan yang muncul dari dalam anus seperti yang Anda alami, besar kemungkinan wajar disebabkan oleh sisa benang atau jaringan pasca operasi yang tertinggal. Apabila kondisi ini tidak muncul disertai perdarahan atau tanda-tanda peradangan berat seperti telah kami sebutkan di atas, kondisi ini juga tidak memerlukan penanganan khusus. Anda bisa lebih banyak dulu beristirahat, dibarengi dengan banyak minum, makan makanan yang mudah dicernanya, jangan gemar menahan buang air besar, batasi dulu mengangkat beban berat, serta jalani selalu gaya hidup sehat sehari-harinya. Hindari sembarangan menarik atau memasukkan paksa jahitan yang muncul tersebut agar keluhan membaik lebih cepat. Sebaliknya, bila jahitan ini muncul disertai perdarahan atau tanda-tanda peradangan berat, maka artinya Anda perlu memeriksakan diri langsung ke dokter atau  dokter bedah  yang merawat Anda supaya dicarikan perawatan yang tepat ya.. Semoga membantu."
"Dok saya mau bertaya , saya mengalami gatal ruam di bagian anus ketika tidur malam hampir setiap malam merasakanya itu kenpa ya dok. Tapi saya sudah pake salep gatal tetep tidak mempan juga .apakah aada solusinnya dok","Halo, terimakasih atas pertanyaannya untuk Alodokter Gatal di anus saat malam hari dapat disebabkan oleh beberapa kemungkinan, diantaranya adalah: infeksi cacing kremi ataupun infeksi jamur di sekitar anus iritasi atau alergi karena penggunaan sabun atau bahan-bahan tertentu di sekitar anus iritasi karena makanan tertentu yang dimakan (seperti makanan yang terlalu pedas atau asam) pembersihan anus yang kurang baik setelah BAB atau pembersihan anus yang berlebihan kondisi lainnya seperti psoriasis, ambeien, fisura ani (sobek/luka pada anus), dll Untuk bisa mengetahui terapi terbaik untuk gatal di anus anda ini, perlu diketahui terlebih dahulu penyebab pastinya. Sebaiknya anda mencoba untuk melakukan konsultasi chat online dengan dokter agar bisa dilakukan wawancara medis lebih lanjut untuk menggali gejala anda. Berikut ini beberapa hal yang bisa anda coba lakukan untuk saat ini: Hindari menggaruk anus anda Pastikan anda mencuci tangan anda segera setelah anda bangun di pagi hari Sebaiknya cuci sprei anda juga setiap harinya Ganti baju tidur anda setiap hari, ganti celana dalam anda setiap hari (terutama pagi hari) Hindari membersihkan anus dengan sabun yang terlalu keras Hindari konsumsi makanan yang terlalu pedas dan asam untuk sementara waktu Sekian informasi dari saya, semoga cukup menjawab"
Selamat sore dok..saya sehabis melahirkan bab susah dan berdarah dok..dan saya menyusui beby umur 4 bulan..apa ada obat yang bisa menyembuhkan wasir saya dok? Terimakasih,"Alo Titiec, terimakasih sudah bertanya ke Alodokter. Perkenalkan saya dr.Rio akan menjawab pertanyaan anda. Kehamilan, dan melahirkan merupakan suatu proses yang pasti dilewati seorang wanita untuk menjadi seorang ibu. Dimana proses tersebut panjang dan amat menyita tenaga. Terutama saat terjadinya proses persalinan normal, tenaga ibu sangatlah diperlukan dalam mengejan agar bayi bisa keluar. Namun beberapa komplikasi pad aibu bisa terjadi pada saat proses ini diantaranya adalah robekan jalan lahir, perdarahan post partum, hemoroid / ambeyen, dsb. Hal tersebut bisa terjadi akibat kesalahan tehnik ibu saat mengejan. Menanggapi keluhan yang anda sampaikan mengenai BAB berdarah bisa disebabkan oleh beberapa hal dibawah ini : Hemmoroid. Perlukaan anus, akibat konsistensi tinja yang terlalu keras. Untuk menangani masalah tersebut sebenarnya bisa dilakukan tanpa bantuan obat obatan. Anda cukup memperbaiki pola makan anda dengan banyak mengkonsumsi buah buahan, dan sayur sayuran atau makanan tinggi serat lainnya. Hal tersebut bertujuan untuk membuat tinja anda menjadi lunak sehingga tidak menimbulkan tekanan berlebihan pada anus. Selain itu saat BAB anda tidak boleh mengejan. Pengobatan dengan obat obatan pun bisa dilakukan, namun hal tersebut tidak akan membuat hemoroid / ambeyen hilang sepenuhnya. Jenis pengobatan lain yang bisa dilakukan adalah dengan cara operasi / hemoroidektomi. Hal ini akan dipilih apabila pengobatan dengan cara lainnya tidak berhasil, atau drajat ambeyen yang sudah parah. Untuk itu anda bisa berkonsultasi ke dokter mengenai masalah yang terjadi pada anda, dan apabila memang benar adanya ambeyen, dokter akan menentukan drajat dari ambeyen tersebut dan menentukan terapi yang tepat pada anda. Sekian jawaban saya, terimakasih banyak :)"
"Halo dok. Saya ingin bertanya bagaimana cara menyembuhkan Varises ringan .... Dan terdapat Benjolan kecil pada Anus atau biasa di blg Ambien/wasir. Tetapi saya tidak pernh mengalami gejala , Seperti susah duduk Lama Dan BAB berdarah hnya saja terkadang Gatal di bagian Anus.. Trimksh","Selamat malam, terima kasih telah bertanya di Alodokter.  Varises  dan  wasir  sebenarnya adalah dua kondisi yang mirip. Varises adalah kondisi pembengkakan atau pelebaran pembuluh darah, dan bila ini terjadi pada area dubur atau anus, maka ini disebut wasir. Penyebab dari munculnya kondisi ini masih belum jelas, dan sejauh ini diduga masih karena faktor keturunan dimana ada sebagian orang yang lebih cenderung mengalaminya. Diantara yang dapat menjadi pemicu dari wasir adalah: Konstipasi Diare berkepanjangan Kebiasaan mengejan Sering mengangkat beban berat Melakukan seks anal Terlalu sering duduk dalam waktu lama Obesitas atau kelebihan berat badan Terhadap varises dan wasir, jika kecil dan ringan serta tidak ada gejala, tidak ada yang perlu Anda lakukan karena dapat sembuh dengan sendirinya seiring berjalannya waktu. Tentunya selama masa pemulihan itu, Anda harus menghindari segala hal yang dapat memicu kekambuhan seperti yang kami sebutkan diatas. Jika ingin menggunakan obat, maka Anda bisa menggunakan obat oles untuk wasir yang dijual bebas di apotek terdekat. Jika obat tidak berhasil, berarti Anda butuh penanganan dokter dan untuk itu Anda butuh untuk memeriksakan diri Anda. Yang jelas jika keluhannya tidak begitu mengganggu, dengan kondisi merebaknya virus corona di Indonesia, sebaiknya Anda tunda dulu pemeriksaan ke dokter dan lebih mengutamakan penanganan dirumah, yakni dengan memperbanyak konsumsi air putih dan sayur, tidak mengangkat beban berat dan tidak duduk dalam waktu lama. Sekian, semoga menjawab pertanyaan Anda."
"Dok kalau kita punya ambeien yang keluar, bengkak dan rasanya nyeri apa boleh dimasukkan ke dalam anus atau tunggu hingga tidak nyeri?","Selamat malam, terima kasih telah bertanya di Alodokter.  Ambeien, wasir, atau hemorrhoid  adalah kondisi pelebaran pembuluh darah yang terjadi di area anus atau dubur. Kondisi ini menyebabkan munculnya gejala berupa BAB berdarah dan berlendir, adanya sensasi mengganjal ketika duduk, nyeri, dan gatal. Tidak ada yang mengetahui mengapa seseorang lebih rentan akan kondisi ini. Namun diantara beberapa faktor yang dapat memicu munculnya ambeien adalah: Konstipasi atau sulit BAB Diare dalam waktu lama Kebiasaan mengangkat beban berat Kebiasaan mengejan terlalu kencang ketika BAB Kurang konsumsi serat dan cairan Hamil Kelebihan berat badan Melakukan seks anal Batuk dan muntah berkepanjangan Mengenai pertanyaan Anda, setiap ambeien yang mengganggu harus ditangani. Dan bila sudah membengkak dan nyeri, maka kategorinya sudah mengganggu dan harus ditangani. Menanganinya tidak bisa hanya dengan memasukkannya saja, melainkan harus dengan operasi. Sehingga saran kami, sebaiknya Anda segera periksakan diri Anda ke  dokter bedah  untuk dinilai kondisi ambeiennya dan tingkat keparahannya, serta metode penanganan apa yang paling tepat untuk Anda, apakah masih bisa menggunakan obat dan salep atau memang harus dioperasi. Hal ini penting karena ambeien tidak akan membaik bila hanya dimasukkan saja. Kalaupun membaik, pada akhirnya gejalanya akan timbul lagi, hingga diberikan penanganan yang semestinya. Sementara itu, hindari pemicu diatas dengan memperbanyak konsumsi air putih, makanan berserat seperti sayur dan buah, hindari mengejan, dan boleh menggunakan obat ambeien yang dijual bebas terlebih dahulu. Sekian, semoga menjawab pertanyaan Anda."
"Saya kemarin ini abis di rawat 6hari di rumah sakit karena dbd, pas pulang emang keadaannya trombosit saya blm normal masih 78.000, Bab saya susah keras banget udh di ujung ga keluar\ dan pas saya ingin siram di closednya ada darah yang sudah percampur dengan air, itu kenapa ya dok? Saya ga tau itu darah dari pipis saya atau dari bab ( posisinya di sini bab juga blm keluar\, atau ini karena dbd?","Alo Sherlin, terimakasih sudah bertanya ke Alodokter. Perkenalkan saya dr.Rio akan menjawab pertanyaan anda. Saya akan langsung menanggapi keluhan yang anda sampaikan yaitu BAB berdarah. Yang harus anda perhatikan dari BAB berdarah sendiri adalah volume perdarahannya, warna darah / tinjanya, dan keluhan lainnya yang timbul misalkan benjolan di anus, nyeri, dsb. Sehingga dokter akan mudah mengidentifikasi masalah yang terjadi pada anda. Beberapa dugaan saya mengenai kondisi yang anda alami antara lain adalah : Karena anda mengeluhkan adanya kesulitan buang air besar / tinja keras, terjadi perlukaan pada anus anda sehingga timbul bercak darah segar. Selain itu dengan adanya keluhan sulit buang air besar, anda mengejan terlalu keras sehingga menimbulkan adanya  hemoroid / ambeyen , biasanya darahnya menetes, dan segar, disertai dengan nyeri. Anda hanya menyampaikan riwayat demam berdarah, trombosit anda saat anda pulang, tanpa menyebutkan detail perawatan anda seperti hari keberapa rawat, dan trombosit sebelumnya. Namun saya bisa simpulkan dokter mengijinkan anda untuk pulang karena trombosit anda sudah berangsur angsur naik, namun pada DBD sering terjadi perdarahan saluran cerna, darah biasanya berwarna agak gelap atau kehitaman karena tercampur asam lambung. Untuk memastikan beberapa kemungkinan diatas diperlukannya pemeriksaan secara langsung oleh dokter kembali, anda bisa berkunjung ke klinik atau puskesmas untuk menanyakan kondisi anda. Dokter akan melakukan pemeriksaan secara mendetail guna penegakan diagnosis,dan apabila kecurigaan masih turunnya trombosit anda, dokter akan melakukan pengecekan darah. Saat ini yang dapat anda lakukan adalah : Istirahat cukup. Mulailah beraktivitas ringan - sedang, seperti berolah raga ringan karena kondisi diam terlalu lama bisa menyebabkan kerja usus terhambat, dengan adanya aktivitas usus akan bekerja normal kembali. Konsumsi banyak buah buahan,dan serta untuk melunakan tinja. Hindari mengejan terlalu kuat. BAB jongkok dapat membantu melancarkan pencernaan. Konsumsi air cukup 2 - 2,5L perhari. Sekian jawaban saya, terimakasih banyak :)"
"Belum sampai sebulan, teman saya merasakan ada bengkak dibagian anus dok. Kadang kalau duduk ada rasa nyeri dok, tidur gelisah, sampai sampai susah buang air besar dok. Terus udah dibawa ke rumah sakit yang ada dikampungnya dok, karena pas dirawat dikampungnya bisul nya itu tambah bengkak dok, bengkaknya itu sampai kena kantung telur penis dok. Pas dirawat hari ke 3 dirumah sakit yang ada dikampungnya, dokter menyarankan dioperasi dok. Habis di operasi, saya tanya teman saya it, katanya udh enakan. Tapi dok, biasanya habis operasi ga langsung dibawa keruangan rawat ( biasa ) ini rumah sakitnya, habis operasi langsung dibawa keruangan biasa ( ruang opname ). It benar ga SOP rumah sakit dok. Pertnyaan saya. Teman saya itu sakit apa dok ?","Alo, terimakasih sudah bertanya ke Alodokter. Perkenalkan saya dr Rio akan menjawab pertanyaan anda. Berdasarkan keluhan yang teman anda alami, ada beberapa kemungkinan penyakit yang terjadi.. Beberapa kemungkinan tersebut adalah: Hemoroid Abses Furunkel Dari keluhan yang anda sebutkan, masih kurang spesifik untuk mengarahkan ke suatu diagnosis penyakitnya. Selain itu diperlukan pemeriksaan fisik yang jelas mengenai benjolan/bengkak pada daerah anus untuk memastikan penyakitnya. Penyakit diatas ada yang penangananya perlu dilakukan tindakan operasi dan ada yang bisa melalui obat-obatan saja. Hal ini bergantung juga pada tingkat keparahan dari penyakit yang di alami teman anda. Apabila sudah ditangani oleh dokter, sebaiknya anda menanyakan diagnosis penyakitnya ke petugas rumah sakit yang merawat teman anda, baik ke dokter yang merawat ataupun perawat yang sedang bertugas di bagian dimana teman anda dirawat. Dan untuk mengenai SOP yang berlaku, saya tidak bisa memberikan pendapat/komentar dikarenakan setiap rumah sakit terkadang memiliki SOP yang berbeda-beda. Pasien yang sudah dilakukan tindakan operasi, akan dilakukan pemantauan sementara waktu di ruangan observasi. Bila keadaan pasien stabil, maka akan dipindahkan ke ruang perawatan biasa/bangsal. Sekian jawaban yang dapat saya berikan. Terimakasih :)"
"Halo Dok, saya mau tanya, obat untuk bagian di dalam anus terasa gatal apa? Dan apa penyebabnya, saya merasa tidak nyaman ketika malam hari gatal sekali","Halo, terimakasih atas pertanyaannya untuk Alodokter Gatal pada anus dapat disebabkan oleh beberapa kemungkinan, diantaranya adalah: pembersihan anus yang kurang baik saat BAB konsumsi makanan tertentu (seperti makanan yang terlalu pedas atau terlalu asam atau terlalu berminyak) iritasi atau reaksi alergi pada anus (misalnya karena penggunaan krim atau obat tertentu di sekitar anus, penggunaan sabun atau bahan pembersih tertentu di sekitar anus, iritasi karena gesekan pakaian dalam yang kasar/terlalu ketat) ambeien atau hemoroid infeksi cacing ( Enterobius vermicularis ) infeksi skabies pada kulit sekitar anus infeksi jamur pada kulit sekitar anus kutil pada area anus fistula ani dan masih banyak lagi kemungkinan lainnya Bila gatal terutama lebih anda rasakan di malam hari, maka kemungkinan penyebabnya adalah infeksi cacing atau bisa juga infeksi skabies. Sebaiknya lakukan pemeriksaan ke dokter kulit untuk mengetahui penyebab pasti dan tatalaksana untuk gatal di anus anda tersebut. Sebaiknya pemeriksaan tidak ditunda-tunda dan bawa juga anggota keluarga anda lainnya yang tinggal serumah (terutama yang tinggal sekamar) dengan anda untuk dilakukan pemeriksaan dan tatalaksana lanjutan. Untuk saat ini anda dapat mencoba untuk menghindari menggaruk anus anda, hindari menggunakan bahan pembersih kimia tertentu atau sabun yang keras untuk mencuci anus, segera cuci tangan anda di pagi hari setelah anda bangun tidur, cuci tangan anda dengan sabun setelah anda BAB dan sebelum anda makan atau menyiapkan makanan. Sekian informasi dari saya, semoga cukup menjawab"
"dok minta rekomendasi salep wasir untuk ibu hamil, karena sudah tidak tahan dengan nyerinya, muncul lebih dari satu benjolan, pembekakan hampir diseluruh lubang anus","Alo Suryaningsih, Terimakasih sudah bertanya di Alodokter. Wasir atau dalam Bahasa medis di sebut sebagai hemoroid, merupakan keadaan pemebengkakan pada pembuluh darah di sebkitar anus. Wasir dapat muncul pada saat hamil dan menghilang setelah melahirkan, namun ada juga beberapa yang mengalami hingg apasca melahirkan. Wasir pada ibu hamil terjadi pada trimester ke tiga yang diamna terjadi perlojakan hormone progesterone, sehingga pembuluh darah menjadi melebar. Selain wasir ibu hamil juga mengalami gangguan pada pencernaan yaitu sembelit, sehingga dapat mengakibatkan juga terjadi nya wasir. Ada beberpa cara yang dapat dilakukan untuk meringankan gejala wasir, diantaranya : lakukan rendaman air hangat pada bagian dubur atau benjolan untuk menghilangkan nyeri kompres dengan air es yangsudah di bungkus kain hindari duduk terlalu lama makan banyak yang mengandung serat dan perbanyak minum air putih Apabila nyeri tetap belanjut maka anda dpat mengkonsumsi obat pereda nyeri yang aman, yaitu paracetamol. Dan jika keluhan masih terasa, anda dapat berkonsultasi dengan dokter untuk melakukan penatalaksaan selanjutnya. Semoga Bermanfaat. Sehat Selalu ðŸ˜Š"
"Dok, mau tanya, suami saya mengalami ambeien dan berdarah terus, apakah harus dioperasi atau bisa pengobatan melalui obat-obatan ya?","Alo! Terimakasih telah menggunakan layanan konsultasi Alodokter  Kami mengerti kekhawatiran yang anda rasakan Ambeien atau dalam bahasa medis disebut dengan  hemoroid  merupakan kelainan pada dinding anus atau rektum akibat pembengkakan pembuluh darah di area tersebut. Hemoroid dapat terjadi diluar (hemoroid eksternal) maupun didalam (hemoroid intenal).   Gejala dan tanda yang sering terjadi antara lain keluarnya darah segar saat sedang buang air besar, nyeri saat buang air besar, dan keluarnya benjolan saat buang air besar. Hemoroid internal dibagi menjadi 4 kategori berdasarkan derajat keparahannya, yaitu : Derajat 1: benjolan kecil di rektum, umumnya tidak terlihat dan tidak menampakkan gejala signifikan. Namun seringkali dapat timbul darah merah saat sedang buang air besar Derajat 2 : benjolan dapat keluar masuk dengan sendirinya saat sedang buang air besar, terkadang disertai nyeri, munculnya darah merah ketika sedang buang air besar Derajat 3 : benjolan dapat keluar, namun tidak dapat masuk sendiri dan harus dibantu/didoro supaya bisa masuk kembali. Darah sering keluar saat BAB Derajat 4 : benjolan membesar hingga tidak dapat dimasukkan kembali ke dalam anus disertai perdarahan dari anus. Sedangkan Hemoroid eksternal merupakan benjolan di luar bagian anus yang sering terasa nyeri saat buang air besar dan terkadang menyebabkan perdarahan. Karena letaknya di bagian terluar, umumnya hemoroid eksternal dapat teraba dan mudah terlihat dibandingkan hemoroid interna yang terletak lebih ke dalam. Terkait dengan pertanyaan anda, idealnya perlu dilakukan pemeriksaan secara langsung untuk mengidentifikasi jenis ambeien yang dialami oleh suami anda, beserta penentuan derajat keparahannya. Selain itu, dengan pemeriksaan secara langsung juga dapat diketahui apakah terdapat penyebab lainnya seperti infeksi maupun peradangan yang dapat menyebabkan keluhan serupa.   Pemilihan tatalaksana yang tepat didasarkan dari hasil pemeriksaan yang dilakukan. Pada hemoroid grade I dan II, terapi dengan memperbaiki pola makan sangat disarankan dan dapat dibantu dengan obat obatan. Sedangkan pada hemoroid grade III dan IV, selain anjuran memperbaiki pola makan juga dianjurkan untuk tindakan operasi memperbaiki kelainan yang terjadi. Oleh sebab itu, kami anjurkan supaya suami anda melakukan pemeriksaan ke dokter terdekat atau dokter spesialis bedah untuk menentukan jenis hemoroid yang diderita serta mengetahui derajat keparahan penyakitnya. Tidak perlu cemas untuk melakukan pemeriksaan tersebut, Karena semakin cepat diketahui, semakin cepat pula tatalaksana dilakukan agar keluhan menghilang. Hal yang dapat dilakukan saat dirumah adalah melakukan perubahan pola makan yang dapat membantu memperbaiki kondisi seperti memperbanyak serat makanan, meningkatkan asupan cairan didalam tubuh, dan menghindari mengejan terlalu lama/kuat. Jika dirasa tinja keras dan sulit keluar, jangan terlalu dipaksakan melainkan gunakan pencahar untuk membantu mengeluarkan tinja.  Demikian informasi yang dapat kami sampaikan, semoga membantu"
Saya bab berdarah dan di pinggir anus perih salep untuk mengobatinya apa,"Selamat sore, terima kasih telah bertanya di Alodokter. Wasir adalah kondisi pembengkakan dan pembesaran pembuluh darah di area dubur atau anus. Kondisi ini dapat ditandai dengan adanya rasa mengganjal ketika duduk, keluarnya darah dari anus, mengalami gatal, iritasi atau sakit di area anus, keluarnya lendir setelah BAB dan kesulitan menahan BAB. Pemicu dari kondisi ini beragam, dan seringkali terjadi tanpa sebab yang jelas sama sekali. Diantara yang dapat memicu munculnya wasir adalah kebiasaan mengangkat beban berat, diare berkepanjangan, melakukan seks anal, hamil, sering mengejan ketika BAB, dan kelebihan berat badan. Pada kasus Anda, yang pertama perlu Anda lakukan adalah memeriksakan diri Anda ke dokter. Idealnya ke dokter bedah, tapi boleh ke dokter umum terlebih dahulu untuk memastikan bahwa itu benar adalah wasir. Sebab keluhan keluar darah dan perih itu bisa juga terjadi karena kondisi lain seperti infeksi, radang usus, penumpukan nanah, bahkan kanker. Bila memang ternyata benar yang Anda alami itu wasir, wasir itu sendiri pun memiliki berbagai derajat, mulai dari yang cukup dengan obat, hingga yang harus dioperasi karena tidak akan mempan bila diberikan obat. Tanpa pemeriksaan langsung, sulit untuk menentukan hal ini dan memberikan penanganan yang tepat bagi Anda. Sementara itu, perbanyak konsumsi air putih, hindari mengejan ketika BAB, jangan mengangkat beban berat, perbanyak konsumsi sayur dan buah, dan boleh menggunakan obat wasir apapun yang dijual secara bebas di apotek terdekat. Sekian, semoga menjawab pertanyaan Anda."
